"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001653","GO:0001653","peptide receptor activity","20/1481","129/18089",0.0040926069762254,0.0578010656505258,0.0508698949315976,"OPRD1/HCRTR1/NPR1/GPR37L1/SCTR/OXTR/NPY2R/F2RL1/OGFRL1/GUCY2F/APLNR/GAL/BDKRB2/SSTR5/RAMP2/SSTR2/OGFR/S1PR2/F2RL3/MCHR1",20
"GO:0008236","GO:0008236","serine-type peptidase activity","26/1481","184/18089",0.00435053804662773,0.0606135773793674,0.0533451464607838,"RHBDL2/CTSS/CTSK/MASP1/PRSS12/TLL1/GZMA/C2/CFB/RELN/PRSS2/PRCP/MMP7/MMP10/MMP1/PLAU/ADAM8/C1S/C1R/MMP19/CTSH/PCSK6/ACE/MMP9/KLK1/KLK10",26
"GO:0004620","GO:0004620","phospholipase activity","17/1481","104/18089",0.0045149758269691,0.0620658677014019,0.0546232864961034,"PLA2G4A/PLA1A/MGLL/GPLD1/PLA2G7/ENPP2/PLAAT4/PLBD1/BDKRB2/PLCB2/PLA2G4B/PITPNM3/CCL5/PLCD3/LIPG/PLA2G4C/PLA2G3",17
"GO:0023023","GO:0023023","MHC protein complex binding","8/1481","34/18089",0.00523798440897613,0.0710573937586104,0.0625366005614601,"ATP1B1/CD74/HLA-DRB1/HLA-DPA1/HLA-DPB1/TAPBP/TAPBPL/B2M",8
"GO:0015347","GO:0015347","sodium-independent organic anion transmembrane transporter activity","5/1481","15/18089",0.00546601645790201,0.0730883303234304,0.0643239989165317,"SLCO2A1/SLCO5A1/SLCO2B1/SLCO3A1/SLCO4A1",5
"GO:0008656","GO:0008656","cysteine-type endopeptidase activator activity involved in apoptotic process","6/1481","21/18089",0.00552947600895012,0.0730883303234304,0.0643239989165317,"CTSS/CTSK/NKX3-1/CASP1/CTSH/NLRP12",6
"GO:0016763","GO:0016763","pentosyltransferase activity","10/1481","49/18089",0.0056351741717975,0.0735425895078888,0.0647237859572211,"GXYLT2/PARP9/PARP14/PARP8/PARP12/PARP10/ART4/LACC1/XYLT1/TYMP",10
"GO:0003725","GO:0003725","double-stranded RNA binding","13/1481","73/18089",0.00590690773422498,0.0761252734248244,0.0669967693013412,"ADAR/EIF2AK2/IFIH1/DDX60/DDX60L/TLR3/RIGI/OAS1/OAS3/OAS2/OASL/ADAD2/DHX58",13
"GO:0140303","GO:0140303","intramembrane lipid transporter activity","9/1481","42/18089",0.00606321978472036,0.077162945332834,0.0679100095736413,"MFSD2A/PLSCR1/ATP8A1/ATP10B/ATG9B/ABCA1/ANO9/ATP10A/ATP8B4",9
"GO:0051019","GO:0051019","mitogen-activated protein kinase binding","7/1481","28/18089",0.00621946091595388,0.077162945332834,0.0679100095736413,"PTAFR/DUSP10/DUSP2/TNIP1/DUSP16/GCH1/ACE",7
"GO:0051393","GO:0051393","alpha-actinin binding","7/1481","28/18089",0.00621946091595388,0.077162945332834,0.0679100095736413,"MAGI1/SYNPO2/KCNN2/PDLIM4/PRICKLE4/MYPN/ADORA2A",7
"GO:0005031","GO:0005031","tumor necrosis factor receptor activity","4/1481","10/18089",0.00628679670994962,0.077162945332834,0.0679100095736413,"TNFRSF18/TNFRSF4/TNFRSF14/TNFRSF11A",4
"GO:0017046","GO:0017046","peptide hormone binding","10/1481","50/18089",0.00653885111074197,0.0793124175902938,0.0698017295041434,"HCRTR1/NPR1/SCTR/SLC40A1/CMKLR2/OXTR/GHR/INHBA/CMKLR1/RAMP2",10
"GO:0046624","GO:0046624","sphingolipid transporter activity","5/1481","16/18089",0.00742158761572592,0.0889727538582956,0.078303653913779,"ATP10B/ABCA1/ATP10A/SPNS2/PLTP",5
"GO:0042562","GO:0042562","hormone binding","15/1481","92/18089",0.00754887908808209,0.0894585556300303,0.0787312011364399,"HCRTR1/NPR1/SCTR/SLC40A1/CMKLR2/OXTR/GHR/INHBA/EGFR/ALDH1A1/DRD4/CMKLR1/CTSH/RAMP2/MCHR1",15
"GO:0004714","GO:0004714","transmembrane receptor protein tyrosine kinase activity","11/1481","60/18089",0.00874477808209555,0.102336651933652,0.0900650303403012,"NTRK1/EFEMP1/MST1R/EPHA6/PDGFRA/KIT/PDGFRB/EGFR/PDGFRL/RET/LTK",11
"GO:0003950","GO:0003950","NAD+ ADP-ribosyltransferase activity","6/1481","23/18089",0.00893336437830134,0.102336651933652,0.0900650303403012,"PARP9/PARP14/PARP8/PARP12/PARP10/ART4",6
"GO:1990404","GO:1990404","NAD+-protein ADP-ribosyltransferase activity","6/1481","23/18089",0.00893336437830134,0.102336651933652,0.0900650303403012,"PARP9/PARP14/PARP8/PARP12/PARP10/ART4",6
"GO:0001968","GO:0001968","fibronectin binding","7/1481","30/18089",0.0092636549940062,0.104954157129894,0.0923686593965685,"CTSS/CTSK/TNFAIP6/ITGAV/IGFBP5/SDC4/FSTL3",7
"GO:0004252","GO:0004252","serine-type endopeptidase activity","23/1481","167/18089",0.00951347012254525,0.106612909742871,0.0938285039546224,"RHBDL2/CTSS/CTSK/MASP1/PRSS12/TLL1/GZMA/C2/CFB/PRSS2/MMP7/MMP10/MMP1/PLAU/ADAM8/C1S/C1R/MMP19/CTSH/PCSK6/MMP9/KLK1/KLK10",23
"GO:0042056","GO:0042056","chemoattractant activity","8/1481","38/18089",0.0105444872047326,0.116896411914831,0.102878867803955,"CXCL10/VEGFC/HGF/COLEC10/BMP4/CX3CL1/CCL5/CCL16",8
"GO:0016505","GO:0016505","peptidase activator activity involved in apoptotic process","6/1481","24/18089",0.0111025065338923,0.120491413015189,0.106042777088257,"CTSS/CTSK/NKX3-1/CASP1/CTSH/NLRP12",6
"GO:0023026","GO:0023026","MHC class II protein complex binding","6/1481","24/18089",0.0111025065338923,0.120491413015189,0.106042777088257,"ATP1B1/CD74/HLA-DRB1/HLA-DPA1/HLA-DPB1/B2M",6
"GO:0001618","GO:0001618","virus receptor activity","13/1481","79/18089",0.0114726693523261,0.123211688565086,0.108436852869574,"TNFRSF4/TNFRSF14/CXCR4/ITGAV/PLSCR1/CLDN1/EGFR/ACE2/MRC1/EFNB2/NPC1/ICAM1/CXADR",13
"GO:0003779","GO:0003779","actin binding","49/1481","432/18089",0.0124431387508106,0.129935078529391,0.11435401265234,"MARCKSL1/GBP1/SPTA1/RCSD1/ACTN2/ANTXR1/CXCR4/MYRIP/TNNC1/GCSAM/MYLK/PLS1/LIMCH1/SYNPO2/ENC1/PDLIM4/KLHL3/PRICKLE4/SYNE1/PRKN/CAMK2B/EGFR/NOS3/DMD/KLHL4/TMSB15A/TMOD1/AIF1L/GAS2/MYO7A/PANX1/MYPN/SSH1/WASF3/LCP1/GMFB/VASH1/MYO5C/TLN2/NOD2/MTSS2/MYH10/SLC6A4/FMNL1/SAMD14/LIMD2/PSTPIP2/MYO5B/CEACAM1",49
"GO:0008970","GO:0008970","phospholipase A1 activity","5/1481","18/18089",0.0126915776795239,0.129935078529391,0.11435401265234,"PLA1A/PLAAT4/PLA2G4B/LIPG/PLA2G4C",5
"GO:0033549","GO:0033549","MAP kinase phosphatase activity","5/1481","18/18089",0.0126915776795239,0.129935078529391,0.11435401265234,"DUSP10/DUSP2/DUSP8/DUSP5/DUSP16",5
"GO:0140272","GO:0140272","exogenous protein binding","13/1481","80/18089",0.0127024040586045,0.129935078529391,0.11435401265234,"TNFRSF4/TNFRSF14/CXCR4/ITGAV/PLSCR1/CLDN1/EGFR/ACE2/MRC1/EFNB2/NPC1/ICAM1/CXADR",13
"GO:0016504","GO:0016504","peptidase activator activity","10/1481","55/18089",0.0128494291756634,0.129935078529391,0.11435401265234,"CTSS/CTSK/NLRP3/NKX3-1/CASP1/PSME1/PSME2/LGMN/CTSH/NLRP12",10
"GO:0015132","GO:0015132","prostaglandin transmembrane transporter activity","4/1481","12/18089",0.0129809050325191,0.129935078529391,0.11435401265234,"SLCO2A1/SLCO2B1/SLCO3A1/SLCO4A1",4
"GO:0086080","GO:0086080","protein binding involved in heterotypic cell-cell adhesion","4/1481","12/18089",0.0129809050325191,0.129935078529391,0.11435401265234,"CD47/DSP/NRCAM/CXADR",4
"GO:0004857","GO:0004857","enzyme inhibitor activity","44/1481","383/18089",0.0139949182344487,0.138738083651121,0.122101412126465,"GBP2/GBP5/RPL5/INKA2/RGS2/TRIB2/GCKR/TFPI/SERPINE2/PARP9/DTX3L/LXN/RARRES1/RHOH/SPINK5/PKIB/PRKAR1B/ELFN1/TFPI2/SERPINE1/SSPOP/RENBP/SERPING1/A2M/MANSC4/FRY/GMFB/PAPLN/WARS1/SOCS1/SERPINF2/PDE6G/SERPINB7/SERPINB2/HMSD/CST4/CST1/PPP1R16B/PI3/C3/BST2/PPP1R14A/PINLYP/SERPIND1",44
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","15/1481","99/18089",0.0145447658181671,0.142744408601391,0.125627321674817,"TFPI/SERPINE2/SPINK5/TFPI2/SERPINE1/SERPING1/A2M/MANSC4/PAPLN/SERPINF2/SERPINB7/SERPINB2/HMSD/PI3/SERPIND1",15
"GO:0140359","GO:0140359","ABC-type transporter activity","9/1481","48/18089",0.0146759527757008,0.142744408601391,0.125627321674817,"ATP13A3/ABCG2/TAP2/TAP1/ABCA13/ABCA1/ABCC3/ABCA8/ABCA9",9
"GO:0008235","GO:0008235","metalloexopeptidase activity","11/1481","65/18089",0.0157293462087828,0.15156033589958,0.133386093772462,"CPA3/LAP3/ENPEP/ERAP1/ERAP2/ACE2/MMP16/AGBL2/LTA4H/VASH1/ACE",11
"GO:0070006","GO:0070006","metalloaminopeptidase activity","6/1481","26/18089",0.0165072448927252,0.156812019612213,0.138008025836671,"LAP3/ENPEP/ERAP1/ERAP2/MMP16/LTA4H",6
"GO:0043028","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process","8/1481","41/18089",0.0165785743333959,0.156812019612213,0.138008025836671,"CTSS/CTSK/TNFAIP8/NKX3-1/BIRC3/CASP1/CTSH/NLRP12",8
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","41/1481","357/18089",0.0172907763486562,0.15738205076177,0.138509702135531,"ALPL/PTPN7/DUSP10/DUSP2/PDE1A/SGPP2/CTDSPL/PPM1L/PPM1K/NOCT/INPP4B/ENPP6/GPLD1/NT5E/PTPRK/SYNJ2/TNS3/PTPRN2/MTMR7/ENPP2/PLPPR1/DUSP8/PDE3B/PDE2A/PFKFB3/DUSP5/DUSP16/TNS2/PTPRR/SSH1/BDKRB2/PLCB2/CCL5/CNP/PLCD3/PDE6G/SAMHD1/PLPPR3/ACP5/ACP7/PTPRH",41
"GO:0004713","GO:0004713","protein tyrosine kinase activity","19/1481","138/18089",0.0173588075748817,0.15738205076177,0.138509702135531,"NTRK1/EIF2AK2/PKDCC/EFEMP1/MST1R/EPHA6/PDGFRA/KIT/PDGFRB/TTBK1/FRK/EGFR/BMX/PDGFRL/RIPK2/RET/LTK/MAP2K6/JAK3",19
"GO:0008035","GO:0008035","high-density lipoprotein particle binding","4/1481","13/18089",0.0175547389307503,0.15738205076177,0.138509702135531,"CD36/ABCA1/PLTP/APOL2",4
"GO:0031994","GO:0031994","insulin-like growth factor I binding","4/1481","13/18089",0.0175547389307503,0.15738205076177,0.138509702135531,"ITGAV/IGFBP5/IGFBP4/ITGB4",4
"GO:0035325","GO:0035325","Toll-like receptor binding","4/1481","13/18089",0.0175547389307503,0.15738205076177,0.138509702135531,"MYD88/TLR2/CD36/UNC93B1",4
"GO:0140333","GO:0140333","glycerophospholipid flippase activity","4/1481","13/18089",0.0175547389307503,0.15738205076177,0.138509702135531,"MFSD2A/ATP8A1/ATP10B/ATP10A",4
"GO:0016298","GO:0016298","lipase activity","18/1481","129/18089",0.0178279395927628,0.158453497587401,0.139452667231956,"PLA2G4A/PLA1A/MGLL/NCEH1/GPLD1/PLA2G7/ENPP2/PLAAT4/PLBD1/BDKRB2/PLCB2/PLA2G4B/PITPNM3/CCL5/PLCD3/LIPG/PLA2G4C/PLA2G3",18
"GO:0003924","GO:0003924","GTPase activity","38/1481","327/18089",0.0179904915852293,0.158531596789499,0.139521401227779,"RAB42/DIRAS3/GBP3/GBP1/GBP2/GBP4/GBP5/RGS4/RGS5/RGS16/RGS2/RAB7B/RGS7/RND3/RHOH/ARL9/RAB3C/TUBB2B/RAB44/GTPBP2/GIMAP7/RAB9B/GEM/RND1/RHEBL1/ARL11/GCH1/SEPTIN1/RRAD/RASD1/RNF112/RASL10B/RGS9/RAB40B/RAC2/GTPBP1/MX2/MX1",38
"GO:0140678","GO:0140678","molecular function inhibitor activity","54/1481","497/18089",0.0197744401651797,0.171470350184124,0.150908613873822,"GBP2/GBP5/RPL5/INKA2/RGS2/TRIB2/GCKR/LYPD6/TFPI/SERPINE2/PARP9/DTX3L/LXN/RARRES1/RHOH/FST/SPINK5/PKIB/PRKAR1B/ELFN1/TFPI2/SERPINE1/SSPOP/RENBP/NKX3-1/LY6E/GPIHBP1/SERPING1/IL18BP/FRAT1/A2M/MANSC4/FRY/NFKBIA/GMFB/PAPLN/WARS1/SOCS1/SERPINF2/CCL5/PDE6G/BCL2/SERPINB7/SERPINB2/HMSD/CST4/CST1/PPP1R16B/PI3/C3/BST2/PPP1R14A/PINLYP/SERPIND1",54
"GO:0140326","GO:0140326","ATPase-coupled intramembrane lipid transporter activity","6/1481","27/18089",0.019791437121155,0.171470350184124,0.150908613873822,"MFSD2A/ATP8A1/ATP10B/ABCA1/ATP10A/ATP8B4",6
"GO:0016814","GO:0016814","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","7/1481","35/18089",0.021418664966396,0.184022029836286,0.161955168430117,"CDA/ADAR/LACC1/GCH1/ADAD2/APOBEC3D/APOBEC3G",7
"GO:0005272","GO:0005272","sodium channel activity","8/1481","43/18089",0.0217794829033409,0.185575593994583,0.163322438126837,"KCNK1/SCN9A/SCN5A/SCN10A/GRIK4/ASIC1/SCNN1G/SCNN1B",8
"GO:0008528","GO:0008528","G protein-coupled peptide receptor activity","17/1481","123/18089",0.022737851864031,0.192153485834557,0.169111547081922,"OPRD1/HCRTR1/NPR1/GPR37L1/SCTR/OXTR/NPY2R/F2RL1/APLNR/GAL/BDKRB2/SSTR5/RAMP2/SSTR2/S1PR2/F2RL3/MCHR1",17
"GO:0005161","GO:0005161","platelet-derived growth factor receptor binding","4/1481","14/18089",0.0230148733376856,0.192913287895559,0.169780238058065,"IL1R1/PDGFRA/PDGFRB/PDGFA",4
"GO:0005544","GO:0005544","calcium-dependent phospholipid binding","9/1481","52/18089",0.0240429444686722,0.199905449574202,0.175933939999961,"PLA2G4A/SYTL3/SYT9/PLA2G4B/SYT17/DOC2A/CPNE7/DOC2B/PLA2G4C",9
"GO:0009975","GO:0009975","cyclase activity","5/1481","21/18089",0.0245691451285263,0.202646309020085,0.178346131375071,"NPR1/ADCY10/GUCY1B1/GUCY2F/GUCY1A2",5
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity","14/1481","97/18089",0.0262197659294828,0.214544275184895,0.188817361998448,"ATP1B1/ATP13A4/ATP13A3/ATP8A1/ABCG2/TAP2/TAP1/ABCA13/ATP6V0A4/ATP6V1B2/ABCA1/ABCC3/ABCA8/ABCA9",14
"GO:0019199","GO:0019199","transmembrane receptor protein kinase activity","12/1481","79/18089",0.026549267078721,0.215529876835916,0.189684775978927,"NTRK1/EFEMP1/MST1R/EPHA6/PDGFRA/KIT/BMPR1B/PDGFRB/EGFR/PDGFRL/RET/LTK",12
"GO:0005261","GO:0005261","monoatomic cation channel activity","37/1481","328/18089",0.0290673312481075,0.232065477962798,0.204237523103713,"KCNQ4/KCNT2/KCNK1/TMEM37/SCN9A/ITGAV/SCN5A/SCN10A/KCNN2/KCNMB1/KCNQ5/HTR1B/CALHM6/CALHM4/AQP1/KCND2/TMC1/CNGA4/PANX1/GRIK4/KCNJ5/ASIC1/KCNMB4/P2RX7/P2RX4/TRPC4/SCNN1G/SCNN1B/TRPV2/SLC6A4/PIEZO2/SNAP25/KCNS1/CACNA1A/CACNG7/CACNA1I/KCNJ15",37
"GO:0043176","GO:0043176","amine binding","4/1481","15/18089",0.0293962758394251,0.232065477962798,0.204237523103713,"HTR1B/SAT1/DRD4/SLC6A4",4
"GO:0051371","GO:0051371","muscle alpha-actinin binding","4/1481","15/18089",0.0293962758394251,0.232065477962798,0.204237523103713,"SYNPO2/PDLIM4/PRICKLE4/MYPN",4
"GO:0004993","GO:0004993","G protein-coupled serotonin receptor activity","5/1481","22/18089",0.0297115839874776,0.232065477962798,0.204237523103713,"HTR1D/HTR1B/DRD4/CHRM4/HTR7",5
"GO:0033691","GO:0033691","sialic acid binding","5/1481","22/18089",0.0297115839874776,0.232065477962798,0.204237523103713,"AGRN/SELP/SELL/SELE/SIGLEC14",5
"GO:0030295","GO:0030295","protein kinase activator activity","17/1481","127/18089",0.0299972515784179,0.232535085543977,0.204650818049832,"MOB3C/ALKAL2/CAB39/GHRL/BTC/PARP8/HBEGF/EGFR/NRG1/IGF2/CCND1/NRG3/GREM1/LTK/GPRC5B/CCL5/BMP2",17
"GO:0008238","GO:0008238","exopeptidase activity","14/1481","99/18089",0.030647294304877,0.23580119722633,0.207525276439937,"CPA3/LAP3/ENPEP/ERAP1/ERAP2/ACE2/GGH/MMP16/AGBL2/PRCP/LTA4H/VASH1/CTSH/ACE",14
"GO:0005548","GO:0005548","phospholipid transporter activity","10/1481","63/18089",0.0311569982808436,0.237947149833702,0.209413898776509,"MFSD2A/PLSCR1/ATP8A1/ATP10B/ATG9B/ABCA1/ANO9/ATP10A/PITPNM3/PLTP",10
"GO:0038024","GO:0038024","cargo receptor activity","11/1481","72/18089",0.0316107337910849,0.239637253960357,0.210901335355381,"ACKR3/ACKR4/CD36/ENPP2/ABCA1/LYVE1/MRC1/ITGAM/CXCL16/LGALS3BP/COLEC12",11
"GO:0030547","GO:0030547","signaling receptor inhibitor activity","6/1481","30/18089",0.0322228265530996,0.242494410045589,0.213415877746999,"LYPD6/FST/LY6E/GPIHBP1/IL18BP/CCL5",6
"GO:0001530","GO:0001530","lipopolysaccharide binding","7/1481","38/18089",0.0325025172074473,0.242826777107813,0.213708389266358,"PTAFR/SELP/SPON2/TLR2/TRIL/NR4A1/P2RX7",7
"GO:0004016","GO:0004016","adenylate cyclase activity","4/1481","16/18089",0.0367211719139914,0.263279073169571,0.231708163839063,"NPR1/ADCY10/GUCY1B1/GUCY2F",4
"GO:0005159","GO:0005159","insulin-like growth factor receptor binding","4/1481","16/18089",0.0367211719139914,0.263279073169571,0.231708163839063,"IRS1/IGF2/SOCS2/SOCS1",4
"GO:0050700","GO:0050700","CARD domain binding","4/1481","16/18089",0.0367211719139914,0.263279073169571,0.231708163839063,"RIPK2/CASP1/NOD2/CARD10",4
"GO:0061133","GO:0061133","endopeptidase activator activity","4/1481","16/18089",0.0367211719139914,0.263279073169571,0.231708163839063,"NLRP3/PSME1/PSME2/LGMN",4
"GO:0140327","GO:0140327","flippase activity","4/1481","16/18089",0.0367211719139914,0.263279073169571,0.231708163839063,"MFSD2A/ATP8A1/ATP10B/ATP10A",4
"GO:0008227","GO:0008227","G protein-coupled amine receptor activity","7/1481","39/18089",0.0369136091197461,0.263279073169571,0.231708163839063,"HTR1D/GPR88/ADRA1B/HTR1B/DRD4/CHRM4/HTR7",7
"GO:0071813","GO:0071813","lipoprotein particle binding","6/1481","31/18089",0.0372829725341972,0.263279073169571,0.231708163839063,"CD36/GPIHBP1/ABCA1/COLEC12/PLTP/APOL2",6
"GO:0071814","GO:0071814","protein-lipid complex binding","6/1481","31/18089",0.0372829725341972,0.263279073169571,0.231708163839063,"CD36/GPIHBP1/ABCA1/COLEC12/PLTP/APOL2",6
"GO:0001540","GO:0001540","amyloid-beta binding","12/1481","84/18089",0.0403987646433938,0.282530753185167,0.24865129332341,"TGFB2/CLSTN2/BCHE/COL25A1/TLR2/CD74/CD36/ACHE/CLU/ITGAM/NGFR/CACNA1A",12
"GO:0015026","GO:0015026","coreceptor activity","9/1481","57/18089",0.040908040664406,0.282530753185167,0.24865129332341,"IL18RAP/CXCR4/ITGAV/ACKR3/IL2RG/LRP5/RAMP2/NGFR/CSF2RB",9
"GO:0098631","GO:0098631","cell adhesion mediator activity","10/1481","66/18089",0.0413031231005756,0.282530753185167,0.24865129332341,"VCAM1/NTNG1/CD47/ITGA1/DSP/NRCAM/MYPN/KRT18/BCAM/CXADR",10
"GO:0004177","GO:0004177","aminopeptidase activity","7/1481","40/18089",0.0417010046070162,0.282530753185167,0.24865129332341,"LAP3/ENPEP/ERAP1/ERAP2/MMP16/LTA4H/CTSH",7
"GO:0004622","GO:0004622","lysophospholipase activity","5/1481","24/18089",0.0418993130047986,0.282530753185167,0.24865129332341,"PLA2G4A/MGLL/ENPP2/PLA2G4B/PLA2G4C",5
"GO:0005540","GO:0005540","hyaluronic acid binding","5/1481","24/18089",0.0418993130047986,0.282530753185167,0.24865129332341,"TNFAIP6/LYVE1/CD44/CEMIP/HAPLN3",5
"GO:0016757","GO:0016757","glycosyltransferase activity","30/1481","264/18089",0.0420511130835073,0.282530753185167,0.24865129332341,"EXTL1/ST6GALNAC3/B3GNT2/ST6GAL2/B3GNT7/GALNT15/GXYLT2/PARP9/PARP14/B3GNT5/PARP8/GCNT4/CHSY3/PARP12/CSGALNACT1/HAS2/PARP10/GBA2/GCNT1/GALNT12/UGCG/FUT4/ART4/DPY19L2/MGAT4C/GALNT9/LACC1/XYLT1/COLGALT1/TYMP",30
"GO:0031434","GO:0031434","mitogen-activated protein kinase kinase binding","3/1481","10/18089",0.042475525454608,0.282530753185167,0.24865129332341,"TRIB2/KSR2/ACE",3
"GO:0043208","GO:0043208","glycosphingolipid binding","3/1481","10/18089",0.042475525454608,0.282530753185167,0.24865129332341,"SELP/SELL/LAMA1",3
"GO:0017147","GO:0017147","Wnt-protein binding","6/1481","32/18089",0.0428234200344331,0.283018884971157,0.249080891158444,"NID1/TRABD2A/FZD3/CTHRC1/LRP5/APCDD1",6
"GO:0005001","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"PTPRK/PTPRN2/PTPRR/PTPRH",4
"GO:0005149","GO:0005149","interleukin-1 receptor binding","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"IL1A/IL1B/MYD88/ERAP1",4
"GO:0008525","GO:0008525","phosphatidylcholine transporter activity","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"ATP10B/ABCA1/ATP10A/PLTP",4
"GO:0015280","GO:0015280","ligand-gated sodium channel activity","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"GRIK4/ASIC1/SCNN1G/SCNN1B",4
"GO:0019198","GO:0019198","transmembrane receptor protein phosphatase activity","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"PTPRK/PTPRN2/PTPRR/PTPRH",4
"GO:0047498","GO:0047498","calcium-dependent phospholipase A2 activity","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"PLA2G4A/PLA2G4B/PLA2G4C/PLA2G3",4
"GO:0070492","GO:0070492","oligosaccharide binding","4/1481","17/18089",0.0449996647105389,0.284614295678666,0.250484989407331,"SELP/SELL/SELE/LGALS9",4
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","46/1481","436/18089",0.0452732730274503,0.284614295678666,0.250484989407331,"SLC30A2/MFSD2A/KCNQ4/ATP1B1/KCNT2/KCNK1/SLC8A1/TMEM37/SCN9A/ITGAV/SLC40A1/SCN5A/SCN10A/SLC12A8/CLDN16/SLC4A4/KCNN2/SLC12A2/NIPAL4/KCNMB1/KCNQ5/HTR1B/AQP1/KCND2/TMC1/SLC31A2/PANX1/GRIK4/KCNJ5/SLC25A28/ASIC1/KCNMB4/SLC41A2/P2RX4/TRPC4/SCNN1G/SCNN1B/TRPV2/SLC6A4/SNAP25/KCNS1/CACNA1A/SLC8A2/CACNG7/CACNA1I/KCNJ15",46
"GO:0019239","GO:0019239","deaminase activity","6/1481","33/18089",0.0488534902736657,0.302320387478108,0.26606786870808,"CDA/ADAR/LACC1/ADAD2/APOBEC3D/APOBEC3G",6
"GO:0005112","GO:0005112","Notch binding","5/1481","25/18089",0.0489694517059593,0.302320387478108,0.26606786870808,"DNER/SNED1/TCIM/DLL4/JAG1",5
"GO:0070530","GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","5/1481","25/18089",0.0489694517059593,0.302320387478108,0.26606786870808,"TNIP2/SQSTM1/TNFAIP3/PARP10/OPTN",5
"GO:0019209","GO:0019209","kinase activator activity","17/1481","135/18089",0.0494553060931348,0.302650983612466,0.266358821659039,"MOB3C/ALKAL2/CAB39/GHRL/BTC/PARP8/HBEGF/EGFR/NRG1/IGF2/CCND1/NRG3/GREM1/LTK/GPRC5B/CCL5/BMP2",17
"GO:0019207","GO:0019207","kinase regulator activity","30/1481","268/18089",0.0496101030363789,0.302650983612466,0.266358821659039,"MOB3C/INKA2/ALKAL2/TRIB2/GCKR/CAB39/GHRL/RHOH/BTC/CXCL10/PARP8/CCNO/HBEGF/PKIB/PRKAR1B/EGFR/NRG1/IGF2/CCND1/NRG3/SOCS2/GMFB/WARS1/GREM1/LTK/SOCS1/GPRC5B/CCL5/BMP2/RAC2",30
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity","12/1481","87/18089",0.0507886468091618,0.308018205060269,0.271082436838993,"PDE1A/ENPP6/GPLD1/ENPP2/PDE3B/PDE2A/BDKRB2/PLCB2/CCL5/CNP/PLCD3/PDE6G",12
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","13/1481","97/18089",0.0525753880018327,0.316989620057833,0.27897805144709,"PTPN7/DUSP10/DUSP2/PTPRK/PTPRN2/MTMR7/DUSP8/DUSP5/DUSP16/TNS2/PTPRR/SSH1/PTPRH",13
"GO:0043395","GO:0043395","heparan sulfate proteoglycan binding","4/1481","18/18089",0.0542305467194004,0.318201681102359,0.280044769115558,"AGRN/SEMA5A/FST/FGF20",4
"GO:0070003","GO:0070003","threonine-type peptidase activity","4/1481","18/18089",0.0542305467194004,0.318201681102359,0.280044769115558,"PSMB8/PSMB9/PSMB10/GGT5",4
"GO:0008432","GO:0008432","JUN kinase binding","3/1481","11/18089",0.0549368566791657,0.318201681102359,0.280044769115558,"DUSP10/HES1/DUSP16",3
"GO:0016857","GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives","3/1481","11/18089",0.0549368566791657,0.318201681102359,0.280044769115558,"DSE/RENBP/DSEL",3
"GO:0051378","GO:0051378","serotonin binding","3/1481","11/18089",0.0549368566791657,0.318201681102359,0.280044769115558,"HTR1B/DRD4/SLC6A4",3
"GO:0052739","GO:0052739","phosphatidylserine 1-acylhydrolase activity","3/1481","11/18089",0.0549368566791657,0.318201681102359,0.280044769115558,"PLA1A/PLAAT4/LIPG",3
"GO:0102545","GO:0102545","phosphatidyl phospholipase B activity","3/1481","11/18089",0.0549368566791657,0.318201681102359,0.280044769115558,"PLA2G4A/PLA2G4B/PLA2G4C",3
