gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,delta.pct
AKR1C3,0.062696174,-0.128846549,0.195,0.126,1,0.069
WASH4P,0.062828259,0.083479855,0.138,0.083,1,0.055
FAM101B,0.062887368,0.023838292,0.113,0.063,1,0.05
GID8,0.062890727,0.091453053,0.182,0.122,1,0.06
SERPINB9,0.063049945,0.061688904,0.358,0.272,1,0.086
ALYREF,0.063165332,-0.057139701,0.289,0.209,1,0.08
FRMD8,0.063201283,-0.250705334,0.157,0.224,1,-0.067
ANKHD1,0.063371661,0.018125412,0.182,0.118,1,0.064
GTF3C3,0.063391965,0.067515704,0.113,0.063,1,0.05
NEDD4,0.063446371,-0.066446504,0.201,0.134,1,0.067
WBSCR16,0.06355819,-0.016530651,0.145,0.087,1,0.058
CTSS,0.063562811,-0.08347254,0.107,0.173,1,-0.066
DENND5A,0.063631405,-0.094943813,0.371,0.276,1,0.095
SUPT16H,0.063639097,-0.04484634,0.226,0.157,1,0.069
GSN,0.06365379,0.080650981,0.717,0.567,1,0.15
MRPL23,0.063703745,-0.14136921,0.27,0.189,1,0.081
RASAL2,0.06381842,0.094387107,0.226,0.157,1,0.069
UFL1,0.064178319,0.030573727,0.226,0.157,1,0.069
GPR108,0.064400505,-0.112335389,0.27,0.197,1,0.073
UBR4,0.064438063,0.002859065,0.277,0.205,1,0.072
SRPRB,0.064439843,-0.074564116,0.233,0.161,1,0.072
AFMID,0.064449641,0.011518623,0.189,0.122,1,0.067
RILP,0.064457628,0.073639506,0.145,0.087,1,0.058
USP47,0.064460636,-0.003087415,0.302,0.217,1,0.085
DBI,0.064539264,-0.170330358,0.516,0.382,1,0.134
SDF4,0.064742608,-0.184900361,0.503,0.39,1,0.113
KRCC1,0.064787807,0.055577911,0.119,0.067,1,0.052
TNFRSF10B,0.06482385,-0.090258195,0.541,0.398,1,0.143
MTMR6,0.064833961,0.074141574,0.195,0.13,1,0.065
MCRS1,0.064909399,-0.023883094,0.126,0.071,1,0.055
ACYP2,0.065152264,-0.284068413,0.082,0.142,1,-0.06
IQGAP1,0.065361407,0.002981328,0.572,0.429,1,0.143
ATG4B,0.065394675,0.072510924,0.189,0.126,1,0.063
WDR6,0.065446926,-0.036041331,0.189,0.122,1,0.067
PSMD14,0.065448905,-0.121576134,0.308,0.22,1,0.088
LARP7,0.065542406,-0.073674379,0.296,0.213,1,0.083
TBPL1,0.065680008,-0.39997463,0.252,0.303,1,-0.051
KPNA3,0.065771201,-0.127784426,0.283,0.201,1,0.082
GTPBP6,0.065820046,0.040582928,0.264,0.193,1,0.071
NDUFA9,0.065843064,-0.086227721,0.289,0.205,1,0.084
EP300,0.065852064,0.026760927,0.314,0.232,1,0.082
NLGN2,0.066053325,0.060483772,0.119,0.067,1,0.052
CRYZL1,0.066082787,-0.064611026,0.208,0.142,1,0.066
UNC13B,0.066382008,-0.076079586,0.057,0.11,1,-0.053
ABI2,0.06648531,0.045293035,0.283,0.205,1,0.078
ARF3,0.066625412,0.03664301,0.258,0.177,1,0.081
N4BP1,0.066649065,-0.082469802,0.069,0.126,1,-0.057
TUBGCP2,0.066660334,-0.06781655,0.157,0.098,1,0.059
FAM103A1,0.066810237,0.011029618,0.195,0.13,1,0.065
PLCE1,0.066822365,0.039383219,0.119,0.067,1,0.052
PLAT,0.066842801,-0.230978141,0.748,0.528,1,0.22
ME3,0.066844248,-0.015343586,0.132,0.079,1,0.053
API5,0.066929935,-0.076261678,0.201,0.134,1,0.067
PPID,0.066996766,-0.051357499,0.22,0.154,1,0.066
TAF10,0.067018499,-0.047002048,0.365,0.28,1,0.085
UBAP2,0.067041064,-0.236358314,0.201,0.268,1,-0.067
PCYOX1,0.067085271,0.057904509,0.176,0.114,1,0.062
SMARCA2,0.067120184,0.048939633,0.289,0.209,1,0.08
ADNP2,0.067203885,-0.088076589,0.296,0.213,1,0.083
PSMD4,0.06744578,-0.263891166,0.44,0.327,1,0.113
C11orf68,0.067483662,0.007647572,0.138,0.083,1,0.055
GNA12,0.067638368,0.095449652,0.164,0.106,1,0.058
RNF103,0.067642217,-0.088656042,0.27,0.189,1,0.081
TSSC4,0.067715055,-0.403381731,0.289,0.346,1,-0.057
PSEN1,0.067755865,0.110235988,0.22,0.154,1,0.066
TRAPPC12,0.067777855,0.03311088,0.157,0.098,1,0.059
CALU,0.067786625,-0.093772176,0.522,0.386,1,0.136
EEF1E1,0.067878971,-0.088750609,0.245,0.177,1,0.068
TRIB3,0.067914375,-0.236576651,0.057,0.11,1,-0.053
FOXK2,0.068125545,-0.186186004,0.119,0.185,1,-0.066
PACS2,0.068233673,-0.100422665,0.164,0.102,1,0.062
RPS6KA4,0.068447997,-0.072849585,0.138,0.083,1,0.055
ZNF326,0.06850686,0.012746407,0.296,0.22,1,0.076
ARIH1,0.068688986,0.051351219,0.346,0.268,1,0.078
ETFA,0.068995102,-0.031626818,0.352,0.272,1,0.08
LUZP1,0.06900921,-0.039342423,0.535,0.394,1,0.141
ZNF160,0.069048802,-0.166654251,0.119,0.189,1,-0.07
ELF4,0.06914955,0.091392074,0.107,0.059,1,0.048
KLHL36,0.069207372,0.050952083,0.17,0.11,1,0.06
FNIP1,0.069295291,0.046497306,0.22,0.154,1,0.066
XIAP,0.069326455,0.008204343,0.252,0.181,1,0.071
SIN3A,0.069453283,0.016590349,0.195,0.13,1,0.065
NCLN,0.069597908,-0.043269059,0.157,0.098,1,0.059
ARL3,0.069642975,-0.114748758,0.321,0.24,1,0.081
RPS6KB1,0.069684603,0.048341193,0.22,0.154,1,0.066
MAD2L2,0.069785231,-0.018138527,0.258,0.177,1,0.081
LSMD1,0.069787216,-0.329824193,0.428,0.307,1,0.121
SNX16,0.069805462,-0.029024953,0.164,0.102,1,0.062
TRAPPC1,0.0701585,-0.130526171,0.384,0.283,1,0.101
VBP1,0.070230593,-0.229746954,0.308,0.232,1,0.076
SMOX,0.070356246,-0.216120433,0.119,0.193,1,-0.074
LETM1,0.070559206,0.028760957,0.107,0.059,1,0.048
SETD8,0.070560087,-0.100413155,0.208,0.138,1,0.07
PSMD10,0.070570846,0.006069623,0.132,0.079,1,0.053
CARD10,0.070575161,0.076973315,0.201,0.138,1,0.063
DCXR,0.070575742,-0.101654295,0.226,0.161,1,0.065
MIR22HG,0.070617229,-0.140529201,0.585,0.425,1,0.16
MSI2,0.070630875,-0.363521861,0.208,0.268,1,-0.06
SELT,0.070667863,-0.204733835,0.459,0.35,1,0.109
RELL1,0.070716892,-0.120595649,0.088,0.15,1,-0.062
TRIM27,0.070746117,-0.068628891,0.189,0.126,1,0.063
COL6A1,0.070762517,-0.040837166,0.17,0.102,1,0.068
NCOA2,0.070843947,0.052813639,0.107,0.059,1,0.048
ALDH6A1,0.071091988,0.02868707,0.113,0.063,1,0.05
SERPINB8,0.071190679,0.063899157,0.239,0.173,1,0.066
SPTAN1,0.071243725,-0.281829644,0.553,0.406,1,0.147
HRH1,0.071309117,-0.172082698,0.138,0.209,1,-0.071
ASH2L,0.071592889,-0.024954493,0.132,0.079,1,0.053
RBM4,0.071634866,0.077867931,0.176,0.114,1,0.062
KLHL9,0.071703827,0.074996534,0.107,0.059,1,0.048
TPR,0.071778431,-0.101234223,0.509,0.374,1,0.135
IRAK2,0.071818126,0.00635403,0.201,0.134,1,0.067
TRIM37,0.071872887,-0.121993475,0.057,0.11,1,-0.053
WDR13,0.071885531,-0.0532034,0.34,0.26,1,0.08
POLR2B,0.071903974,0.171993114,0.195,0.134,1,0.061
CRIP2,0.071971572,-0.314518952,0.774,0.646,1,0.128
ERV3-1,0.072024056,0.106838216,0.101,0.055,1,0.046
XPOT,0.072037648,0.023644733,0.145,0.087,1,0.058
RP11-468E2.4,0.072104878,0.105878981,0.126,0.075,1,0.051
TEX261,0.07210844,0.028511685,0.132,0.079,1,0.053
MCCC2,0.072281817,0.015370456,0.107,0.059,1,0.048
MED29,0.072317954,0.069769669,0.214,0.15,1,0.064
AMOTL1,0.072419246,0.024426498,0.138,0.083,1,0.055
HLA-A,0.072457833,-0.189988724,0.918,0.689,1,0.229
MAN1B1,0.072567239,-0.062086307,0.17,0.11,1,0.06
NUPL2,0.07257224,-0.044630766,0.107,0.059,1,0.048
ZNF37A,0.072624958,-0.059553696,0.208,0.138,1,0.07
UNC93B1,0.072863617,-0.009885125,0.107,0.059,1,0.048
PSMA2.1,0.072898516,-0.243145851,0.503,0.378,1,0.125
PPAPDC1B,0.073066766,-0.037289311,0.22,0.154,1,0.066
TBK1,0.073135235,-0.028055958,0.22,0.146,1,0.074
DGCR6L,0.073213202,0.021881704,0.277,0.201,1,0.076
PSMC6,0.073216359,-0.248575928,0.465,0.343,1,0.122
C1QBP,0.073470482,-0.099923789,0.497,0.394,1,0.103
CWC15,0.073560671,-0.163471466,0.321,0.24,1,0.081
MOB2,0.073752759,-0.09810923,0.365,0.272,1,0.093
PMM2,0.073829401,0.03573131,0.101,0.055,1,0.046
MSRA,0.073867463,-0.018527776,0.214,0.146,1,0.068
RLF,0.073878907,0.012584115,0.302,0.224,1,0.078
RBM14,0.074240691,-0.026493914,0.239,0.165,1,0.074
EIF3I,0.074385648,-0.20736735,0.698,0.492,1,0.206
BECN1,0.074440101,-0.042587147,0.239,0.165,1,0.074
TK2,0.074466176,0.022105613,0.132,0.079,1,0.053
HARS,0.074485909,-0.175504324,0.258,0.185,1,0.073
CCDC9,0.074632046,0.015533783,0.107,0.059,1,0.048
MAML1,0.074734734,-0.010167866,0.138,0.083,1,0.055
MIR155HG,0.074879741,0.100624857,0.189,0.126,1,0.063
SLMAP,0.0749141,-0.071178103,0.214,0.146,1,0.068
MIA3,0.075155219,0.109837194,0.226,0.161,1,0.065
DNAJB1,0.075156049,-0.015498563,0.881,0.614,1,0.267
TTC17,0.075171674,-0.037975923,0.239,0.169,1,0.07
JAG1,0.075330749,0.001548678,0.258,0.181,1,0.077
SCAF4,0.07554574,0.02697404,0.157,0.098,1,0.059
RAB18,0.0755805,-0.081798154,0.377,0.283,1,0.094
ZEB2,0.075586066,0.069413404,0.17,0.11,1,0.06
S1PR1,0.075746496,-0.040434921,0.44,0.331,1,0.109
UBE2Q1,0.075951891,-0.024996915,0.22,0.154,1,0.066
CHMP1A,0.076038048,-0.247615081,0.258,0.185,1,0.073
PLD2,0.07606422,-0.142953085,0.119,0.067,1,0.052
IER3,0.076074476,-0.66316155,0.761,0.606,1,0.155
PFKP,0.076119074,-0.195670269,0.201,0.13,1,0.071
ADAT1,0.076132383,-0.01831561,0.107,0.059,1,0.048
YWHAB,0.076171451,-0.20208158,0.786,0.555,1,0.231
OSBPL11,0.076188859,0.050191562,0.113,0.067,1,0.046
ZC3H18,0.07622217,0.03411233,0.182,0.118,1,0.064
TCF7L1,0.076249479,0.06104679,0.182,0.122,1,0.06
TWISTNB,0.076282753,0.036755889,0.245,0.173,1,0.072
ATG5,0.076466252,-0.011045543,0.208,0.138,1,0.07
FAM46A,0.076537371,0.179787665,0.302,0.24,1,0.062
DLST,0.076604644,-0.069563497,0.226,0.154,1,0.072
AIMP2,0.076715901,0.05900157,0.126,0.075,1,0.051
AVPI1,0.076750355,-0.133567389,0.132,0.079,1,0.053
VAT1,0.076750868,-0.006192222,0.327,0.236,1,0.091
MAP1LC3A,0.076762146,-0.132854368,0.403,0.307,1,0.096
NUMB,0.076882431,0.019469064,0.283,0.209,1,0.074
RBBP8,0.076886527,0.091641017,0.132,0.079,1,0.053
SLAIN1,0.0769203,0.051851391,0.101,0.055,1,0.046
RBM33,0.076939347,0.118927001,0.182,0.122,1,0.06
DDX42,0.076971233,0.090365785,0.252,0.181,1,0.071
MFSD10,0.07701662,-0.188338298,0.264,0.189,1,0.075
VWA1,0.077064439,-0.301443814,0.333,0.37,1,-0.037
SAP30BP,0.077176481,-0.077513538,0.377,0.291,1,0.086
SMC4,0.077180361,0.078522943,0.201,0.138,1,0.063
IL1RL1,0.077182107,-0.15735546,0.082,0.142,1,-0.06
TAF3,0.077343732,0.036372981,0.195,0.134,1,0.061
RPRD2,0.077377481,0.004054345,0.176,0.114,1,0.062
PANK3,0.077401547,0.054803706,0.201,0.138,1,0.063
MIIP,0.077550964,-0.018754642,0.101,0.055,1,0.046
EMC2,0.077606436,-0.103906552,0.258,0.193,1,0.065
ATP5E,0.077876809,-0.179577201,0.849,0.669,1,0.18
LRCH3,0.077977338,0.036817864,0.17,0.11,1,0.06
RRP15,0.078001426,-0.056211093,0.252,0.185,1,0.067
ABI3,0.078021666,-0.128154212,0.233,0.161,1,0.072
PRKD2,0.078035463,-0.410152282,0.138,0.201,1,-0.063
MYO1D,0.078189404,0.037844751,0.145,0.091,1,0.054
LRPPRC,0.078311271,-0.032230564,0.245,0.173,1,0.072
AP5Z1,0.078452543,-0.133362627,0.069,0.122,1,-0.053
SC5D,0.078504851,0.041478456,0.101,0.055,1,0.046
CCDC80,0.078587734,-0.043979926,0.075,0.13,1,-0.055
AGPAT6,0.078706614,-0.137533162,0.17,0.11,1,0.06
IFI27L1,0.078743474,-0.090536587,0.189,0.126,1,0.063
TM4SF18,0.078932534,-0.206298784,0.585,0.425,1,0.16
C2CD2,0.078976257,-0.129235338,0.088,0.146,1,-0.058
IQSEC1,0.079269553,-0.14617092,0.107,0.165,1,-0.058
ACOT7,0.079269553,-0.473815003,0.107,0.165,1,-0.058
ANXA2R,0.079441429,0.079381448,0.17,0.11,1,0.06
NR3C2,0.079468264,0.041763148,0.101,0.055,1,0.046
PTOV1,0.079601318,-0.064564307,0.327,0.24,1,0.087
PHPT1,0.079688054,-0.240098657,0.396,0.303,1,0.093
C19orf66,0.079784855,-0.070626787,0.277,0.197,1,0.08
CDKN2B,0.07979153,0.162825407,0.101,0.055,1,0.046
TP53TG1,0.080181813,0.069029043,0.17,0.11,1,0.06
C14orf1,0.080376804,-0.02404916,0.157,0.102,1,0.055
UXS1,0.080415158,-0.09890244,0.151,0.22,1,-0.069
ARIH2,0.08048275,-0.090847422,0.208,0.142,1,0.066
MEF2C,0.080584304,-0.242168992,0.541,0.394,1,0.147
MAP3K1,0.08069126,0.044944876,0.126,0.075,1,0.051
C1orf216,0.080767746,-0.058567665,0.101,0.055,1,0.046
ZFX,0.080778627,0.007269621,0.132,0.079,1,0.053
CFB,0.081012163,-0.091679722,0.075,0.13,1,-0.055
CSRP2,0.081022737,-0.123822079,0.503,0.374,1,0.129
KIFAP3,0.0810626,-0.023648559,0.132,0.079,1,0.053
HSPH1,0.081131307,-0.084082548,0.742,0.52,1,0.222
TTL,0.081248442,0.045715926,0.119,0.071,1,0.048
COX6A1,0.081391658,-0.243153764,0.704,0.516,1,0.188
USP12,0.081442157,-0.022701733,0.352,0.272,1,0.08
NRAS,0.081464323,-0.031566176,0.195,0.134,1,0.061
CASC7,0.08146781,-0.223907541,0.157,0.224,1,-0.067
FGD6,0.081837263,0.017114906,0.195,0.13,1,0.065
RAB39B,0.082059525,0.032077656,0.107,0.059,1,0.048
GSR,0.08208443,0.042965174,0.101,0.055,1,0.046
PCGF2,0.082142614,-0.019640556,0.352,0.28,1,0.072
EXT2,0.082155202,0.061741547,0.182,0.122,1,0.06
WDR1,0.082360075,-0.098626807,0.516,0.394,1,0.122
MAP1A,0.08238509,-0.29753179,0.075,0.13,1,-0.055
FAM69B,0.082428785,-0.073398528,0.157,0.098,1,0.059
ARAP3,0.082548266,-0.091032402,0.195,0.13,1,0.065
SOAT1,0.082580908,-0.093818474,0.088,0.146,1,-0.058
CCDC12,0.082595805,-0.138980209,0.283,0.201,1,0.082
ELP6,0.082736205,-0.038789301,0.176,0.114,1,0.062
ATP8B2,0.082740787,0.003038678,0.126,0.075,1,0.051
AC016831.7,0.083036991,0.017751948,0.126,0.075,1,0.051
ANKRD13D,0.083217861,-0.080511644,0.075,0.13,1,-0.055
HBEGF,0.083538556,-0.190906127,0.736,0.508,1,0.228
SETD5-AS1,0.083609758,-0.085050639,0.491,0.358,1,0.133
PDZD8,0.083648713,0.077852108,0.176,0.118,1,0.058
KIAA1462,0.08376911,-0.005270077,0.308,0.22,1,0.088
SLC17A5,0.083930761,-0.045555621,0.063,0.114,1,-0.051
MRPS31,0.083968248,0.023418141,0.17,0.11,1,0.06
MOCS2,0.084087959,-0.058307082,0.245,0.181,1,0.064
CSTF3,0.084092042,-0.095138689,0.101,0.055,1,0.046
RARS,0.08411829,0.050744417,0.189,0.13,1,0.059
ING2,0.084166051,-0.178534258,0.088,0.146,1,-0.058
RAB4B,0.084403284,0.0181415,0.176,0.118,1,0.058
CCNYL1,0.084423792,-0.077381873,0.214,0.146,1,0.068
DDRGK1,0.084674067,-0.116523084,0.44,0.331,1,0.109
IBA57,0.084747927,-0.097830561,0.057,0.106,1,-0.049
PTCHD3P1,0.084894651,-0.064540111,0.119,0.071,1,0.048
TNFRSF12A,0.085077593,-0.038106801,0.377,0.299,1,0.078
NDUFB1,0.085079786,-0.275235129,0.497,0.35,1,0.147
AARS,0.085085771,-0.076030859,0.195,0.138,1,0.057
EIF2B2,0.085096442,-0.399355414,0.214,0.268,1,-0.054
APIP,0.085103668,0.008383429,0.157,0.098,1,0.059
NAAA,0.085134553,-0.142688538,0.126,0.075,1,0.051
BCAR3,0.085203114,0.210241337,0.233,0.169,1,0.064
ZNF720,0.085255915,0.094921941,0.132,0.083,1,0.049
SRP14,0.08534732,-0.075641255,0.868,0.618,1,0.25
RP5-1085F17.3,0.085421053,0.097139337,0.132,0.079,1,0.053
ZNF592,0.085452397,0.027785874,0.101,0.055,1,0.046
PLSCR1,0.085680517,-0.294532205,0.616,0.453,1,0.163
RNF40,0.085751511,0.004519247,0.151,0.098,1,0.053
UCK2,0.085956627,-0.026415544,0.189,0.126,1,0.063
SCP2,0.086036414,-0.056284588,0.597,0.437,1,0.16
EHBP1,0.086139215,0.01575414,0.101,0.055,1,0.046
HTATSF1,0.086178734,-0.036499849,0.195,0.13,1,0.065
NEMF,0.086191841,0.024979714,0.314,0.236,1,0.078
CNOT1,0.086192054,-0.109361058,0.264,0.193,1,0.071
NAA15,0.086525574,-0.05085564,0.289,0.22,1,0.069
FLYWCH2,0.086766086,-0.032624662,0.27,0.201,1,0.069
SUGP2,0.086766772,-0.018795655,0.119,0.071,1,0.048
GALNT2,0.086801748,0.019164284,0.138,0.087,1,0.051
CLK4,0.08695838,0.078287006,0.176,0.118,1,0.058
GUCD1,0.087010545,-0.173765977,0.208,0.142,1,0.066
ZNF358,0.087011026,-0.050634507,0.233,0.165,1,0.068
IFT52,0.087029275,-0.016456187,0.132,0.083,1,0.049
ALG5,0.087064205,-0.038948674,0.34,0.26,1,0.08
PPP1CA,0.087138019,-0.158135069,0.447,0.339,1,0.108
ACIN1,0.087143169,-0.134754138,0.302,0.236,1,0.066
NUDT15,0.087171898,0.070222889,0.17,0.114,1,0.056
SLC35F2,0.08720917,-0.266109265,0.113,0.173,1,-0.06
CCT5,0.087238803,-0.272400303,0.484,0.362,1,0.122
PRPF39,0.087898128,0.019431662,0.113,0.067,1,0.046
HIPK1,0.088106852,-0.03850836,0.314,0.244,1,0.07
ARID1B,0.088221775,-0.0521237,0.189,0.126,1,0.063
NADK,0.088229149,-0.00460217,0.17,0.114,1,0.056
LYL1,0.088393633,-0.124361211,0.201,0.138,1,0.063
SLC39A7,0.088511642,-0.084933951,0.403,0.319,1,0.084
HDAC3,0.088523912,-0.094818505,0.17,0.118,1,0.052
SCYL1,0.088563714,0.069958258,0.208,0.15,1,0.058
RC3H1,0.088577312,-0.11473051,0.22,0.15,1,0.07
UPF3B,0.088594191,-0.00879649,0.252,0.177,1,0.075
LBH,0.088618521,0.05805091,0.176,0.122,1,0.054
FAM200B,0.088726474,-0.076726092,0.195,0.134,1,0.061
HGSNAT,0.088761638,0.046516963,0.17,0.114,1,0.056
PALD1,0.088787988,0.070839454,0.107,0.063,1,0.044
SERTAD3,0.088789174,0.078026122,0.264,0.193,1,0.071
PSMA4,0.088822684,-0.257999423,0.503,0.37,1,0.133
GPX1,0.08884427,-0.202395002,0.855,0.63,1,0.225
CSNK1D,0.088861604,-0.16762517,0.403,0.315,1,0.088
CAND1,0.088866902,-0.17610039,0.264,0.189,1,0.075
SLC4A2,0.088916264,-0.00455005,0.151,0.094,1,0.057
MUM1,0.088917801,0.027021555,0.226,0.157,1,0.069
CHD6,0.08897725,0.030134534,0.195,0.134,1,0.061
TMEM214,0.089103723,0.078172436,0.151,0.098,1,0.053
PEX16,0.08924008,0.029616824,0.201,0.142,1,0.059
ACOT8,0.089285273,-0.057404938,0.101,0.055,1,0.046
DCAF6,0.089464869,-0.005400293,0.182,0.122,1,0.06
SCML1,0.089750796,-0.217180876,0.233,0.307,1,-0.074
DECR1,0.089793333,-0.168140473,0.27,0.193,1,0.077
BAALC,0.089827019,-0.278292383,0.151,0.224,1,-0.073
TIMM17A,0.090037271,-0.178059379,0.352,0.256,1,0.096
ODF2,0.090285476,0.008762232,0.119,0.071,1,0.048
CCDC174,0.090346247,0.134391339,0.214,0.157,1,0.057
OTUB1,0.090408219,0.096945046,0.27,0.205,1,0.065
DYSF,0.090447791,-0.074236616,0.145,0.091,1,0.054
FASTK,0.090668871,0.032970089,0.182,0.126,1,0.056
ARHGDIA,0.090709558,-0.139577081,0.66,0.461,1,0.199
PIGS,0.090743406,-0.031078843,0.145,0.091,1,0.054
ARF5,0.090767437,0.021838551,0.195,0.138,1,0.057
EGLN1,0.090841668,-0.181883056,0.233,0.299,1,-0.066
PPP1R10,0.090960844,-0.137937582,0.604,0.425,1,0.179
MVP,0.090998831,-0.203531319,0.434,0.327,1,0.107
SFT2D1,0.091075952,-0.137004724,0.252,0.181,1,0.071
PLA2G4C,0.091336967,-0.018082751,0.145,0.091,1,0.054
GBP3,0.091396586,0.060081651,0.126,0.079,1,0.047
SH3KBP1,0.091396607,-0.010143241,0.151,0.098,1,0.053
RCN1,0.091609162,-0.099051038,0.465,0.362,1,0.103
TMED10,0.091633139,-0.310084038,0.604,0.437,1,0.167
REV1,0.091840755,-0.048938854,0.189,0.126,1,0.063
INIP,0.091922405,0.050053184,0.119,0.071,1,0.048
CLEC2B,0.09192577,-0.424700046,0.717,0.642,1,0.075
CSAD,0.091926014,0.071025929,0.138,0.091,1,0.047
SF3B3,0.091985425,-0.040961851,0.182,0.126,1,0.056
USP9X,0.092230999,-0.071178527,0.27,0.197,1,0.073
SERPINB6,0.092659384,-0.198758027,0.642,0.457,1,0.185
KANSL1,0.092878615,-0.013766823,0.27,0.201,1,0.069
NEK3,0.092977897,0.031316467,0.126,0.075,1,0.051
USP37,0.093094898,-0.004101895,0.138,0.087,1,0.051
ANKH,0.09332699,-0.128241212,0.145,0.205,1,-0.06
ABT1,0.093328468,-0.050370547,0.195,0.134,1,0.061
TES,0.093401998,-0.018417809,0.327,0.252,1,0.075
ACBD6,0.093589648,-0.115211517,0.195,0.134,1,0.061
ACN9,0.093636426,0.041604295,0.063,0.118,1,-0.055
SLC25A1,0.093671426,-0.05286849,0.17,0.114,1,0.056
STRN,0.093742225,-0.09554459,0.069,0.118,1,-0.049
VEGFC,0.094009897,-0.040229371,0.384,0.287,1,0.097
DNAJB14,0.094030019,-0.077445845,0.327,0.252,1,0.075
RBBP6,0.094058246,-0.155462966,0.642,0.457,1,0.185
SIRT2,0.094106249,-0.090013579,0.239,0.173,1,0.066
NUDCD3,0.094169985,0.063475637,0.176,0.118,1,0.058
HIAT1,0.094404555,0.004536101,0.289,0.22,1,0.069
SIPA1,0.094473787,-0.183775792,0.126,0.185,1,-0.059
FNDC4,0.094553233,-0.223962527,0.063,0.11,1,-0.047
EXOC4,0.094626503,0.025028255,0.151,0.098,1,0.053
TMEM167A,0.094670793,0.035079036,0.321,0.236,1,0.085
CBLL1,0.094776418,0.026841798,0.17,0.11,1,0.06
PHAX,0.095054713,-0.091650174,0.176,0.122,1,0.054
GRK5,0.095094189,0.155867717,0.157,0.106,1,0.051
UBE2H,0.095198342,-0.19239025,0.553,0.421,1,0.132
DPP9,0.095355615,-0.202240334,0.101,0.157,1,-0.056
CCDC82,0.095417096,0.133320388,0.258,0.189,1,0.069
ABCB1,0.095473992,-0.530291426,0.572,0.5,1,0.072
AGFG1,0.095601264,-0.295880156,0.27,0.327,1,-0.057
PKNOX1,0.0956504,0.055378497,0.164,0.106,1,0.058
CRY1,0.095765256,0.062060449,0.302,0.244,1,0.058
PRDM4,0.095815253,-0.009312336,0.157,0.102,1,0.055
SERPINI1,0.095939622,-0.12944949,0.063,0.114,1,-0.051
ANKLE2,0.096081728,0.045246411,0.233,0.169,1,0.064
DDX52,0.096138436,-0.083420404,0.264,0.189,1,0.075
TEAD4,0.096399544,0.016461323,0.245,0.177,1,0.068
STOM,0.096423739,-0.317028653,0.786,0.657,1,0.129
ZNF493,0.096995917,0.059805848,0.132,0.083,1,0.049
TNPO3,0.096995917,-0.006144516,0.132,0.083,1,0.049
SLC35F6,0.097063969,0.007569418,0.17,0.114,1,0.056
MCL1,0.097232672,-0.047128335,0.881,0.642,1,0.239
WBSCR22,0.097282067,0.04999624,0.403,0.311,1,0.092
IMPDH1,0.097440821,-0.185168253,0.119,0.177,1,-0.058
IBTK,0.097817659,-0.101322244,0.145,0.094,1,0.051
VPS37C,0.097901729,-0.044091566,0.157,0.102,1,0.055
AP1G1,0.097967656,-0.209288476,0.226,0.154,1,0.072
DCTN1,0.098056553,0.009170282,0.226,0.165,1,0.061
LRRC23,0.098511863,-0.116492316,0.101,0.055,1,0.046
STK24,0.098592201,0.001169573,0.308,0.244,1,0.064
SAMD8,0.098731238,-0.058486145,0.214,0.15,1,0.064
HSPD1,0.098763264,-0.131244918,0.711,0.512,1,0.199
MTPAP,0.098852259,-0.004024541,0.101,0.059,1,0.042
C3orf17,0.098921485,0.056203092,0.126,0.079,1,0.047
ANP32E,0.099071404,-0.259769625,0.352,0.268,1,0.084
SLC10A3,0.099470322,-0.003174733,0.176,0.114,1,0.062
FTSJ3,0.099483151,-0.045542537,0.164,0.106,1,0.058
FKBP4,0.09968163,-0.446657444,0.302,0.354,1,-0.052
MECP2,0.099707113,-0.036025346,0.258,0.193,1,0.065
ZBTB20,0.100108425,-0.095981698,0.321,0.24,1,0.081
BSDC1,0.100266804,-0.025234179,0.252,0.185,1,0.067
MACF1,0.100346257,-0.092778267,0.553,0.413,1,0.14
PDSS2,0.100514236,-0.070438434,0.107,0.063,1,0.044
RBPMS,0.100532823,-0.156642572,0.365,0.283,1,0.082
MFSD7,0.100625606,-0.020112045,0.069,0.122,1,-0.053
ZBTB7A,0.10072567,0.001035622,0.547,0.433,1,0.114
CCS,0.100759074,0.036297801,0.252,0.185,1,0.067
RAPGEF2,0.101178077,0.050620828,0.327,0.256,1,0.071
DGKE,0.101518372,-0.059066211,0.101,0.161,1,-0.06
TCEAL8,0.101550707,-0.088248573,0.277,0.205,1,0.072
TRMT6,0.101634032,-0.037837422,0.132,0.083,1,0.049
ACVR1B,0.101634084,0.025967026,0.132,0.083,1,0.049
UNG,0.10163878,0.020559917,0.107,0.063,1,0.044
CKS1B,0.101718407,0.107854682,0.138,0.087,1,0.051
CLDND1,0.101937449,-0.049967839,0.428,0.327,1,0.101
CCNDBP1,0.102255272,-0.04144943,0.138,0.205,1,-0.067
GAB1,0.10233622,0.029351386,0.17,0.114,1,0.056
RRN3,0.102514005,-0.086310603,0.164,0.106,1,0.058
NDUFS1,0.102675638,0.027604019,0.226,0.165,1,0.061
PKN3,0.102720761,0.014612408,0.189,0.13,1,0.059
ZCCHC10,0.10275701,-0.110505079,0.277,0.213,1,0.064
KEAP1,0.102920749,-0.081350771,0.208,0.15,1,0.058
TYK2,0.102991222,0.042439008,0.132,0.083,1,0.049
GRWD1,0.103078756,-0.075804138,0.182,0.126,1,0.056
